neighbourhood,price
Hammersmith and Fulham,119
Southwark,171
Southwark,260
Southwark,189
Southwark,275
Southwark,70
Westminster,387
Tower Hamlets,41
Enfield,167
Hackney,150
Ealing,33
Brent,130
Greenwich,169
Tower Hamlets,62
Richmond upon Thames,221
Kingston upon Thames,90
Wandsworth,91
Kingston upon Thames,100
Havering,216
Barnet,136
Westminster,365
Kensington and Chelsea,209
Lewisham,80
Tower Hamlets,128
Lewisham,72
Hackney,42
Hackney,42
Westminster,300
Westminster,153
Lambeth,195
Southwark,65
Westminster,190
Haringey,46
Hackney,169
Croydon,48
Hackney,60
Harrow,53
Camden,63
Kensington and Chelsea,89
Hackney,90
Lambeth,219
Kensington and Chelsea,86
Kensington and Chelsea,81
Camden,567
Camden,49
Hammersmith and Fulham,193
Hammersmith and Fulham,61
Lewisham,73
Tower Hamlets,215
Camden,67
Camden,216
Kensington and Chelsea,136
Tower Hamlets,220
Westminster,970
Westminster,532
Westminster,924
Lambeth,120
Lewisham,131
Westminster,213
Hammersmith and Fulham,124
Barking and Dagenham,33
Hammersmith and Fulham,245
Newham,226
Newham,262
Westminster,121
Camden,133
Hammersmith and Fulham,91
Kensington and Chelsea,599
Hackney,40
Lambeth,91
Kensington and Chelsea,209
Lambeth,297
Haringey,90
Westminster,222
Croydon,90
Westminster,511
Tower Hamlets,200
Bromley,60
Hammersmith and Fulham,98
Hillingdon,84
Bromley,78
Lambeth,44
Hillingdon,100
Sutton,63
Sutton,59
Hackney,86
Hammersmith and Fulham,650
Barnet,101
Hammersmith and Fulham,40
Barnet,98
Greenwich,210
Merton,250
Greenwich,310
Camden,225
Croydon,90
Camden,48
Kensington and Chelsea,100
Hammersmith and Fulham,450
Greenwich,93
Southwark,86
Wandsworth,236
Harrow,163
Westminster,300
Westminster,162
Harrow,88
Southwark,344
Lambeth,219
Islington,233
Southwark,59
Ealing,95
Hounslow,50
Hounslow,58
Waltham Forest,350
Barking and Dagenham,142
Harrow,159
Haringey,80
Camden,143
Haringey,250
Camden,65
Tower Hamlets,155
Hammersmith and Fulham,400
Westminster,139
Westminster,114
Westminster,120
Islington,328
Tower Hamlets,105
Barnet,137
Barnet,286
Haringey,110
Hackney,135
Lewisham,153
Hackney,28
Westminster,285
Camden,84
Bexley,50
Hounslow,57
Hounslow,55
Southwark,135
Westminster,811
Westminster,129
Westminster,887
Newham,232
Lewisham,42
Richmond upon Thames,495
Greenwich,90
Westminster,133
Newham,160
Wandsworth,95
Wandsworth,95
Kensington and Chelsea,205
Tower Hamlets,73
Wandsworth,150
Tower Hamlets,175
Haringey,109
Lewisham,140
Wandsworth,315
Camden,158
Redbridge,1118
Haringey,39
Sutton,43
Bexley,134
Redbridge,1118
Wandsworth,116
Croydon,45
Westminster,362
Barnet,150
Westminster,291
Barnet,392
Islington,274
Hounslow,137
Haringey,268
Barnet,186
Southwark,54
Southwark,54
Southwark,92
Camden,98
Harrow,80
Kensington and Chelsea,350
Haringey,131
Islington,175
Brent,62
Greenwich,285
Hammersmith and Fulham,300
Lewisham,73
Kensington and Chelsea,600
Camden,137
Camden,324
Richmond upon Thames,63
Hammersmith and Fulham,285
Hackney,158
Westminster,120
Southwark,60
Hackney,249
Camden,215
Hackney,61
Redbridge,1118
Hillingdon,90
Redbridge,1118
Westminster,386
Westminster,389
Westminster,389
Westminster,388
Westminster,179
Westminster,179
Westminster,204
Islington,699
Merton,173
Tower Hamlets,296
Hackney,52
Camden,342
Westminster,295
Kensington and Chelsea,212
Westminster,339
Camden,167
Lambeth,200
Islington,143
Kensington and Chelsea,398
Waltham Forest,237
Barnet,166
Tower Hamlets,108
Wandsworth,176
Havering,90
Bexley,50
Havering,33
Hammersmith and Fulham,203
Hackney,153
Lambeth,136
Tower Hamlets,57
Hammersmith and Fulham,79
Tower Hamlets,77
Southwark,152
Tower Hamlets,37
Kensington and Chelsea,136
Westminster,571
Kingston upon Thames,144
Haringey,57
Kensington and Chelsea,143
Ealing,245
Kensington and Chelsea,252
Kensington and Chelsea,140
Haringey,51
Hammersmith and Fulham,90
Ealing,308
Lambeth,150
Lambeth,91
Westminster,79
Lambeth,95
Croydon,136
Haringey,64
Kensington and Chelsea,656
Barnet,150
Kensington and Chelsea,191
Croydon,148
Croydon,350
Hillingdon,153
Hounslow,49
Waltham Forest,48
Kensington and Chelsea,194
Wandsworth,190
Newham,54
Hackney,187
Bexley,60
Croydon,65
Camden,163
Westminster,250
Southwark,89
Southwark,63
Newham,98
Wandsworth,135
Islington,110
Westminster,230
Haringey,239
Hillingdon,45
Lambeth,55
Merton,77
Westminster,136
Havering,51
Wandsworth,177
Croydon,44
Greenwich,96
Camden,207
Lewisham,40
Westminster,602
Havering,48
Tower Hamlets,769
Hounslow,137
Haringey,94
Kensington and Chelsea,320
Wandsworth,150
Camden,77
Camden,78
Camden,80
Camden,80
Westminster,150
Tower Hamlets,103
Redbridge,90
Camden,145
Westminster,648
Waltham Forest,78
Tower Hamlets,178
Hillingdon,231
Hammersmith and Fulham,52
Kensington and Chelsea,179
Bromley,80
Kensington and Chelsea,129
Hillingdon,31
Camden,500
Westminster,198
Westminster,500
Lewisham,99
Haringey,54
Camden,77
Harrow,40
Camden,119
Camden,86
Waltham Forest,135
Hounslow,33
Hounslow,50
Ealing,200
Westminster,650
Ealing,100
Lewisham,193
Brent,119
Brent,60
Hackney,75
Enfield,280
Tower Hamlets,220
Brent,306
Tower Hamlets,264
Lewisham,200
Westminster,170
Westminster,115
Westminster,120
Southwark,502
Ealing,40
Islington,138
Hackney,196
Southwark,115
Redbridge,1118
Hackney,124
Redbridge,559
Kensington and Chelsea,309
Enfield,250
Westminster,170
Kensington and Chelsea,129
Richmond upon Thames,118
Croydon,525
Kensington and Chelsea,450
Redbridge,234
Ealing,152
Wandsworth,863
Haringey,51
Wandsworth,38
Islington,83
Sutton,38
Islington,135
Islington,145
Ealing,63
Westminster,51
Hackney,135
Islington,251
Islington,172
Camden,150
Camden,140
Lewisham,73
Redbridge,32
Haringey,137
Westminster,2668
Haringey,170
Haringey,95
Newham,315
Kingston upon Thames,109
Merton,62
Waltham Forest,187
Westminster,256
Westminster,633
Barnet,150
Barking and Dagenham,215
Bromley,50
Brent,128
Haringey,50
Kensington and Chelsea,185
Tower Hamlets,275
Westminster,165
Camden,175
Bromley,37
Lambeth,216
Islington,143
Westminster,333
Westminster,1425
Kensington and Chelsea,217
Bromley,103
Lambeth,71
Waltham Forest,32
Kensington and Chelsea,302
Lambeth,99
Richmond upon Thames,142
Wandsworth,115
Waltham Forest,100
Southwark,80
Lambeth,67
Tower Hamlets,252
Brent,135
Havering,582
Tower Hamlets,39
Bromley,86
Lambeth,285
Redbridge,247
Tower Hamlets,86
Kensington and Chelsea,215
Hammersmith and Fulham,204
Wandsworth,150
Camden,79
Camden,84
Camden,78
Camden,78
Camden,82
Lewisham,221
Westminster,399
Hackney,214
Camden,113
Hillingdon,70
Greenwich,67
Westminster,650
Hackney,300
Tower Hamlets,141
Kensington and Chelsea,804
Barking and Dagenham,124
Hounslow,126
Westminster,826
Lambeth,300
Hammersmith and Fulham,141
Camden,81
Redbridge,1010
Hackney,185
Enfield,43
Redbridge,1176
Croydon,85
Southwark,90
Waltham Forest,115
Hammersmith and Fulham,98
Westminster,500
Greenwich,63
Redbridge,1006
Hackney,223
Barnet,290
Camden,335
Camden,198
Bexley,175
Redbridge,222
Harrow,71
Greenwich,51
Westminster,120
Kensington and Chelsea,333
Kensington and Chelsea,1470
Westminster,133
Croydon,171
Tower Hamlets,95
Southwark,62
Westminster,205
Hackney,47
Tower Hamlets,198
Greenwich,325
Westminster,303
Southwark,121
Camden,65
Newham,185
Westminster,127
Barnet,53
Islington,281
Ealing,73
Tower Hamlets,112
Barnet,39
Kensington and Chelsea,200
Westminster,351
Camden,64
Camden,65
Camden,63
Camden,75
Camden,64
Camden,65
Camden,65
Haringey,112
Waltham Forest,51
Southwark,265
Hammersmith and Fulham,143
Waltham Forest,89
Waltham Forest,146
Kensington and Chelsea,132
Camden,137
Camden,187
Brent,78
Kingston upon Thames,222
Westminster,357
Hammersmith and Fulham,1200
Hackney,95
Islington,323
Lambeth,49
Westminster,160
Southwark,113
Tower Hamlets,139
Lambeth,42
Islington,105
Southwark,100
Hackney,108
Waltham Forest,54
Newham,416
Hammersmith and Fulham,120
Hammersmith and Fulham,153
Croydon,123
Camden,114
Waltham Forest,111
Merton,168
Kensington and Chelsea,402
Richmond upon Thames,162
Redbridge,256
Haringey,222
Hammersmith and Fulham,259
Wandsworth,69
Westminster,136
Hackney,181
Barnet,290
Tower Hamlets,148
Croydon,120
Kensington and Chelsea,190
Southwark,105
Newham,43
Lambeth,309
Haringey,35
Islington,190
Wandsworth,171
Lambeth,33
Lambeth,100
Tower Hamlets,160
Ealing,225
Kensington and Chelsea,214
Tower Hamlets,198
Hackney,62
Tower Hamlets,69
Lambeth,61
Hackney,153
Lambeth,315
Hammersmith and Fulham,147
Westminster,159
Hammersmith and Fulham,120
Haringey,110
Redbridge,65
Merton,70
Newham,158
Islington,92
Westminster,171
Westminster,135
Islington,90
Kingston upon Thames,64
Kensington and Chelsea,389
Kensington and Chelsea,148
Kensington and Chelsea,326
Wandsworth,335
Camden,103
Islington,324
Tower Hamlets,286
Croydon,60
Croydon,53
Lambeth,191
Wandsworth,50
Kensington and Chelsea,243
Kensington and Chelsea,550
Westminster,608
Richmond upon Thames,75
Southwark,118
Islington,760
Richmond upon Thames,184
Wandsworth,70
Hammersmith and Fulham,75
Waltham Forest,170
Lewisham,64
Southwark,43
Westminster,428
Redbridge,311
Lambeth,68
Lewisham,76
Enfield,127
Camden,296
Westminster,319
Waltham Forest,153
Camden,125
Wandsworth,180
Waltham Forest,40
Brent,58
Wandsworth,76
Havering,33
Kensington and Chelsea,270
Newham,45
Islington,150
Hackney,144
Hackney,159
Islington,90
Southwark,162
Greenwich,173
Hammersmith and Fulham,73
Southwark,306
Ealing,83
Merton,170
Kensington and Chelsea,390
Bromley,135
Sutton,33
Lambeth,181
Newham,104
Westminster,153
Hackney,135
Kensington and Chelsea,57
Westminster,1022
Southwark,119
Enfield,155
Wandsworth,65
Ealing,65
Westminster,347
Kensington and Chelsea,281
Bromley,84
Islington,126
Kingston upon Thames,164
Tower Hamlets,186
Southwark,50
Camden,266
Greenwich,84
Tower Hamlets,135
Wandsworth,95
Hackney,400
Wandsworth,126
Bexley,108
Barking and Dagenham,55
Haringey,61
Camden,170
Tower Hamlets,760
Brent,94
Kensington and Chelsea,206
Richmond upon Thames,129
Sutton,105
Tower Hamlets,160
Newham,355
Southwark,58
Hackney,91
Hammersmith and Fulham,417
Lambeth,465
Wandsworth,56
Wandsworth,89
Newham,42
Southwark,37
Brent,109
Lambeth,288
Tower Hamlets,88
Hounslow,77
Hammersmith and Fulham,90
Newham,66
Hammersmith and Fulham,89
Greenwich,180
Newham,55
Camden,320
Hackney,311
Hackney,409
Islington,414
Lambeth,250
Newham,48
Brent,171
Croydon,181
Redbridge,34
Tower Hamlets,41
Barnet,100
Merton,135
Southwark,55
Kensington and Chelsea,103
Hammersmith and Fulham,88
Camden,102
Bromley,135
Southwark,164
Newham,180
Kensington and Chelsea,597
Hammersmith and Fulham,68
Westminster,170
Brent,45
Lambeth,43
Kensington and Chelsea,260
Barking and Dagenham,159
Lambeth,217
Hammersmith and Fulham,320
Islington,121
Harrow,41
Camden,339
Hackney,136
Islington,59
Merton,347
Hackney,145
Greenwich,171
Ealing,97
Hammersmith and Fulham,270
Hackney,149
Southwark,270
Kensington and Chelsea,228
Lewisham,60
Camden,117
Merton,154
Barnet,44
Camden,48
Barnet,44
Merton,161
Hammersmith and Fulham,279
Lewisham,47
Southwark,161
Islington,80
Kensington and Chelsea,668
Newham,58
Richmond upon Thames,196
Bexley,120
Ealing,112
Wandsworth,101
Southwark,193
Greenwich,289
Newham,86
Kensington and Chelsea,228
Camden,174
Camden,161
Camden,55
Camden,52
Camden,77
Kensington and Chelsea,414
Enfield,43
Islington,135
Southwark,92
Camden,85
Barnet,58
Southwark,322
Camden,68
Camden,64
Camden,65
Hackney,112
Camden,75
Brent,152
Lewisham,192
Islington,173
Brent,170
Greenwich,164
Westminster,62
Islington,162
Lambeth,412
Westminster,210
Richmond upon Thames,75
Wandsworth,180
Hammersmith and Fulham,135
Newham,107
Camden,358
Brent,125
Ealing,95
Kensington and Chelsea,153
Greenwich,101
Kingston upon Thames,86
Tower Hamlets,126
Tower Hamlets,77
Westminster,177
Hammersmith and Fulham,133
Hounslow,81
Waltham Forest,262
Ealing,80
Camden,66
Camden,65
Camden,56
Sutton,750
Greenwich,179
Wandsworth,129
Tower Hamlets,146
Hammersmith and Fulham,136
Richmond upon Thames,220
Hounslow,60
Westminster,502
Southwark,70
Hackney,111
Ealing,41
Camden,201
Wandsworth,350
Westminster,168
Westminster,139
Barnet,153
Ealing,126
Westminster,998
Tower Hamlets,105
Kensington and Chelsea,77
Lambeth,203
Islington,98
Wandsworth,42
Islington,225
Croydon,58
Kensington and Chelsea,244
Hounslow,103
Hackney,262
Enfield,200
Kensington and Chelsea,223
Camden,102
Barking and Dagenham,41
Westminster,102
Westminster,268
Westminster,110
Camden,158
Islington,144
Camden,155
Hammersmith and Fulham,86
Southwark,88
Westminster,104
Westminster,351
Westminster,162
Westminster,170
Lewisham,124
Kensington and Chelsea,225
Tower Hamlets,104
Newham,72
Ealing,90
Southwark,160
Southwark,133
Camden,157
Hammersmith and Fulham,88
Brent,119
Westminster,166
Islington,286
Tower Hamlets,148
Tower Hamlets,135
Tower Hamlets,122
Southwark,59
Westminster,160
Tower Hamlets,69
Croydon,42
Croydon,43
Bromley,81
Islington,172
Westminster,523
Lambeth,78
Westminster,270
Westminster,157
Tower Hamlets,280
Barnet,399
Lewisham,87
Westminster,128
Barnet,57
Camden,181
Barnet,104
Barnet,144
Newham,121
Kensington and Chelsea,139
Westminster,311
Westminster,133
Islington,177
Hammersmith and Fulham,112
Camden,400
Southwark,187
Hackney,140
Southwark,70
Tower Hamlets,63
Croydon,40
Hackney,161
Hammersmith and Fulham,151
Lambeth,132
Kensington and Chelsea,324
Lewisham,144
Westminster,344
Westminster,334
Tower Hamlets,95
Kensington and Chelsea,227
Brent,59
Hackney,189
Kensington and Chelsea,243
Croydon,49
Kensington and Chelsea,157
Enfield,45
Redbridge,230
Lambeth,159
Tower Hamlets,113
Brent,179
Kensington and Chelsea,230
Waltham Forest,50
Hammersmith and Fulham,161
Westminster,195
Brent,610
Kensington and Chelsea,80
Lambeth,195
Islington,257
Westminster,321
Southwark,154
Greenwich,43
Brent,40
Hackney,138
Wandsworth,34
Haringey,215
Kensington and Chelsea,231
Tower Hamlets,52
Westminster,180
Bexley,90
Sutton,35
Lewisham,55
Hackney,120
Havering,38
Hounslow,147
Westminster,125
Islington,157
Kensington and Chelsea,177
Lambeth,200
Lewisham,66
Westminster,79
Brent,134
Westminster,500
Kensington and Chelsea,590
Hackney,80
Barking and Dagenham,35
Waltham Forest,138
Ealing,207
Islington,300
Hackney,199
Wandsworth,136
Ealing,126
Islington,150
Kensington and Chelsea,184
Kensington and Chelsea,280
Wandsworth,141
Tower Hamlets,181
Hackney,126
Hillingdon,170
Wandsworth,198
Westminster,142
Islington,338
Camden,58
Kensington and Chelsea,1440
Camden,122
Westminster,181
Southwark,128
Southwark,75
Lambeth,64
Ealing,100
Lambeth,66
Croydon,100
Tower Hamlets,150
Greenwich,149
Camden,184
Kensington and Chelsea,171
Wandsworth,191
Greenwich,234
Westminster,359
Camden,300
Wandsworth,158
Camden,139
Southwark,67
Barnet,95
Haringey,294
Ealing,270
Ealing,115
Croydon,300
Wandsworth,146
Newham,53
Barnet,45
Ealing,117
Camden,262
Hillingdon,145
Kingston upon Thames,65
Croydon,62
Kensington and Chelsea,253
Camden,102
Hammersmith and Fulham,4072
Brent,222
Kensington and Chelsea,565
Merton,213
Barnet,86
Westminster,251
Hammersmith and Fulham,180
Greenwich,210
Westminster,694
Islington,176
Camden,221
Camden,210
Camden,151
Camden,157
Haringey,150
Newham,90
Tower Hamlets,57
Camden,180
Tower Hamlets,110
Merton,131
Hackney,43
Harrow,36
Waltham Forest,99
Camden,108
Tower Hamlets,295
Hammersmith and Fulham,136
Haringey,100
Newham,130
Islington,154
City of London,233
Kensington and Chelsea,196
Newham,113
Harrow,36
Camden,60
Kingston upon Thames,65
Lewisham,151
Hammersmith and Fulham,116
Brent,65
Kingston upon Thames,108
Lambeth,401
Lewisham,71
Ealing,113
Tower Hamlets,118
Ealing,80
Camden,102
Hounslow,105
Camden,54
Hammersmith and Fulham,181
Hackney,110
Westminster,58
Westminster,169
Brent,135
Lambeth,550
Camden,203
Hackney,133
Ealing,25
Westminster,147
Wandsworth,81
Islington,291
Southwark,80
Hounslow,220
Waltham Forest,79
Hackney,137
Lewisham,45
Hounslow,76
Westminster,139
Brent,33
Ealing,181
Ealing,72
Kensington and Chelsea,138
Lambeth,276
Bromley,104
Wandsworth,253
Tower Hamlets,62
Westminster,69
Tower Hamlets,59
Tower Hamlets,56
Tower Hamlets,65
Tower Hamlets,59
Kensington and Chelsea,215
Enfield,72
Hammersmith and Fulham,70
Kingston upon Thames,112
Westminster,186
Westminster,167
Croydon,102
Havering,291
Kingston upon Thames,363
Westminster,322
Southwark,125
Brent,120
Ealing,83
Hackney,131
Kensington and Chelsea,304
Westminster,189
Camden,185
Camden,196
Islington,204
Camden,205
Islington,173
Camden,223
Newham,80
Southwark,109
Camden,175
Barnet,166
Havering,117
Camden,318
Kensington and Chelsea,343
Lewisham,102
Richmond upon Thames,111
Tower Hamlets,298
Westminster,155
Islington,114
Camden,180
Camden,180
Camden,205
Westminster,379
Newham,115
Brent,36
Kensington and Chelsea,114
Lambeth,145
Hammersmith and Fulham,62
Islington,86
Lambeth,275
Wandsworth,623
Westminster,161
Westminster,1080
Kensington and Chelsea,154
Tower Hamlets,103
Westminster,833
Bromley,410
Barnet,124
Westminster,154
Camden,341
Camden,187
Camden,236
Camden,246
Westminster,204
Camden,284
Camden,201
Camden,203
Kensington and Chelsea,475
Westminster,224
Enfield,98
Newham,314
Redbridge,342
Brent,137
Hammersmith and Fulham,81
Westminster,230
Islington,89
Ealing,82
Wandsworth,726
Camden,140
Westminster,407
Camden,101
Islington,103
Lambeth,72
Camden,114
Hackney,130
Kingston upon Thames,57
Brent,78
Tower Hamlets,100
Hammersmith and Fulham,170
Greenwich,90
Croydon,78
Lambeth,540
Merton,45
Redbridge,40
Sutton,132
Tower Hamlets,57
Southwark,47
Hackney,140
Lewisham,170
Camden,713
Southwark,44
Newham,286
Kingston upon Thames,43
Richmond upon Thames,184
Enfield,124
Westminster,136
Tower Hamlets,198
Hounslow,75
Hillingdon,137
Haringey,370
Redbridge,31
Islington,102
Southwark,60
Hackney,213
Tower Hamlets,63
Kensington and Chelsea,950
Newham,152
Southwark,124
Southwark,43
Southwark,150
Newham,100
Greenwich,60
Lambeth,63
Tower Hamlets,80
Wandsworth,86
Sutton,62
Greenwich,45
Hackney,157
Lambeth,100
Kensington and Chelsea,380
Hounslow,60
Ealing,78
Westminster,241
Westminster,218
Westminster,187
Westminster,160
Tower Hamlets,224
Tower Hamlets,71
Lambeth,150
Islington,195
Kensington and Chelsea,230
Wandsworth,80
Hackney,250
Wandsworth,540
Lambeth,146
Wandsworth,200
Wandsworth,405
Waltham Forest,93
Ealing,193
Tower Hamlets,105
Croydon,900
Kensington and Chelsea,93
Hackney,63
Ealing,164
Wandsworth,131
Hackney,239
Westminster,133
Hammersmith and Fulham,120
Westminster,139
Hackney,115
Sutton,133
Hounslow,70
Greenwich,59
Camden,348
Haringey,150
Southwark,162
Barnet,201
Enfield,50
Camden,300
Richmond upon Thames,123
Hackney,180
Camden,180
Wandsworth,220
Hammersmith and Fulham,306
Southwark,185
Westminster,305
Ealing,75
Hackney,42
Wandsworth,129
Tower Hamlets,215
Camden,244
Hillingdon,80
Camden,292
Lewisham,92
Westminster,86
Wandsworth,407
Kensington and Chelsea,250
Hammersmith and Fulham,308
Kensington and Chelsea,357
Richmond upon Thames,167
Camden,174
Islington,81
Kingston upon Thames,98
Westminster,238
Lambeth,430
Westminster,302
Westminster,248
Waltham Forest,90
Islington,95
Bexley,69
Richmond upon Thames,100
Southwark,95
Southwark,30
Camden,141
Southwark,105
Kensington and Chelsea,207
Hackney,120
Wandsworth,111
Bexley,36
Richmond upon Thames,104
Bexley,134
Ealing,93
Haringey,75
Hammersmith and Fulham,119
Hackney,47
Hackney,209
Hammersmith and Fulham,171
Wandsworth,211
Southwark,58
Camden,65
Camden,345
Barnet,150
Tower Hamlets,62
Greenwich,89
Westminster,95
Redbridge,40
Southwark,90
Kensington and Chelsea,202
Bromley,199
Wandsworth,114
Haringey,170
Brent,153
Kensington and Chelsea,80
Newham,136
Westminster,213
Westminster,370
Hackney,56
Sutton,73
Hillingdon,80
Wandsworth,69
Kensington and Chelsea,219
Harrow,199
Hackney,102
Southwark,71
Bexley,122
Croydon,437
Hammersmith and Fulham,66
Westminster,123
Harrow,43
Westminster,112
Southwark,285
Westminster,114
